0,1,2,3,4,5,6,7,8,9
-0.03655143577887454,-0.015080638111430154,0.012523832705721476,0.007729058460836844,-0.0072930544965051055,0.005744280459084321,-0.0047175190555524904,0.010527442198538626,-0.024783584840769507,-0.00276263208479771
-0.027998559267438095,-0.007465635984015284,-0.012014754178918063,0.005191837756039611,-0.005115099183742505,-0.0008917158708485473,-0.01095301860283647,0.0017992579606877224,-0.008554293650552047,-0.0011853107935930404
-0.02669396022333814,-0.006769822083389276,0.005154907416835844,-0.001642636964587961,-0.004546941848315705,0.0005718930914507996,0.0011446687459909341,-0.0024400722940505545,-0.001671937394374063,0.00011887833745633739
-0.029946653383764028,-0.0056826685173424485,-0.0014099192341908706,0.00628951499565239,0.00918547651184598,-0.016202106978720543,-0.001480843023614467,0.0035809728661171103,0.0004973798779372984,0.013600946260843943
-0.03886306072357304,-0.01468971561806226,0.008628681411704475,0.0009811855418607185,0.0019541660633287244,-0.0022445959411230634,0.0016273030595468341,0.011648307313562922,-0.009928153376887114,-0.001773262670326261
-0.03003050030093955,-0.01336902592660054,0.002520021749357282,0.0005383794852889187,0.0012373796541138293,0.00305936652503494,0.0003015391720461724,0.0030939300748323295,0.0006005930510998292,-0.0019849673530212067
-0.02804285798720989,-0.0013139243352899698,-0.0011643024273348956,-0.0024196602872655903,-0.008475677740862997,0.006799492544903418,0.000767451584395687,0.0028536090448211537,-0.005601815787052988,-0.0021916503355280323
-0.02574127258672164,0.01297347864981208,-0.005485805352299505,0.0021120293164625936,0.011619052533868024,-0.005772078356454324,-0.0014654795869138183,-0.013294256567304666,0.0022728994384162426,0.006702539938131993
-0.033331126745831746,0.0019002643638316944,-0.0016300546164021573,0.013258218570494473,0.008997836953132055,0.013607925209173116,0.02284452107656748,-0.00386685547322424,0.0019524811546629828,0.0025216129596191336
-0.03622731911178987,-0.015203476206590216,0.0003623695984321315,0.0038834885952886977,0.004339396089422409,0.004017248315429656,0.0006736292828693619,0.008409499489062073,0.0026975538067429694,0.0008945728302359977
-0.02854736341501424,-0.0014263430044382246,-0.019415478104758764,-0.014310966832354582,0.0004117388281770773,-0.00720457957590101,-0.003933772530564358,0.0020325715836621017,-0.0006871048353820908,0.008173874373605242
-0.033312741406304656,0.03633783457618644,0.06593864763716002,-0.0056810406078057485,-0.03198939400898304,-0.047676216928083937,0.03698696423545014,-0.02966726908951986,-0.040365392886996164,-0.03544521315494344
-0.023833743486872443,-0.010825142644565128,0.000864627618616711,3.220484401840473e-05,0.0026732239249684375,0.002700911354479474,-0.002837076644142733,0.00354805656607117,0.00447175148050169,-0.0012261648175567012
-0.030030459220401918,-0.015351430827337222,0.0033286830124332834,0.0011458122046919053,0.004164207362760297,0.0006796396908466673,-3.4403890841430695e-05,0.003977791869228836,0.0008272865111754457,-0.00022560629729938622
-0.03271277577340424,0.023221169354122263,0.03243274515101919,0.014963128589832184,-0.037121433809106874,-0.007548799157197472,-0.01324694384378347,0.0041817800173565844,0.04746234150287026,-0.08046187650023819
-0.03813774332333122,-0.00350594141648646,0.013547978309999265,-0.006623656728184803,-0.011784564536971485,0.007300035329918464,-0.0017669338703056314,0.006877334595386975,0.026295579204700534,-0.019451052130379325
-0.02917263691217489,-0.007486222455516821,0.003050376596403578,-0.0014852149687758311,-0.0005434974589967091,0.00166648102951239,-0.001271267446037505,-0.002595314354459255,0.006849878309142465,-0.0029991857556528126
-0.03432061864866043,-0.013730079881553045,0.00895807112735709,0.0003937610297662003,0.002304583970697034,0.0018606584359972395,0.005693917609939092,0.003315680602030781,-0.0034101152039333338,-0.0016416981559423836
-0.01950032884103217,-0.009135850887499493,0.0018919710669345878,0.0004787136716850093,0.001515959894836389,0.0016839382696921465,0.002621748552731118,0.005872705015049079,0.0013973626275087525,-0.001938995883598426
-0.033790699805711165,0.009942072977730254,0.006121465233635654,-0.005987202101667214,-0.006173028766638192,0.008436405909733477,0.019706335228469096,0.01662288244810306,-0.011740451407585714,-0.003389107588830098
-0.03882515303069307,-0.017481564581073854,0.0045730396433261485,0.002145971133485571,0.0013144903824752355,0.0038204349659575407,-0.0003434892316289684,0.003989572053522461,0.002550235597487377,-0.0035457590744893477
