0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.03245979141248285,-0.09899353203258544,0.01748923632296688,-0.05203333875797276,0.10432346940142566,-0.00038912888539434446,0.03518567594046316,-0.12077812708574572,0.04372316813070736,0.0803456363186508,-0.012081885344076136,0.018495359413109536,-0.0030701156440545436,0.01370372778772078,-0.02873670365198933
0.033769113812424756,0.01347926114874064,0.010049761426530331,0.011153409567511775,-0.00660512984651546,0.020735195835568845,-0.0049943249298134785,-0.009533645784215086,0.028576339702567687,0.030109544728737055,-0.029690436783732517,0.016366487843666767,-0.01290067608135694,0.01907645235563678,0.04746297207670234
0.02619487282878183,0.012589544366203742,0.0035294637825278863,-0.0008607276608661729,-0.01050026441625354,-0.0036995981278200767,0.011502453154560242,-0.0018087482578489633,-0.0010621302908478125,-0.012271545781882234,0.004256326958826762,0.009666362885258049,-0.015305400415377762,-0.0038349440334046903,0.013771941380469648
0.03923308374770322,0.026592816125336594,0.002796452228880475,-0.0027005123062401326,-0.0011326636412561375,0.00825815922608675,0.0065478652841860635,-0.004302874771711762,-0.001687882034140678,-0.002113353999497053,0.0024950939375977706,-0.0025330306615876375,0.010297672897724278,-0.004853943929454664,-0.006655072222196856
0.02620371910284086,-0.05545881937930759,-0.008213158865560177,-0.05044883095696201,0.09449611599406416,-0.04366636686734351,0.14233420717031758,-0.03973907739000021,0.014935783961978588,0.09450420840849294,0.024140486597075843,0.05147103236328093,-0.057451644296457625,-0.04265963105928269,-0.03675733233025814
0.0327108235240395,-0.027514369211385212,0.07757928951100002,0.0661084351494978,0.00117964878182953,-0.07052487381703083,-0.01177482411597601,0.03250966360639029,0.0724553453362372,0.08083531426885875,-0.03883924058702458,0.008069025578266702,0.055705673767568915,-0.045170909270641886,-0.0008976905416573158
0.03566548947861703,-0.09136690891580619,0.028670600627294762,0.0766246522831888,0.012809501091002873,0.007235743286781443,0.042076011231996446,0.08819159001465868,0.020513265103627304,-0.029959404148370304,-0.18763437075385964,0.07217976298226249,-0.04477983739408981,0.11163432738265376,0.09423394433408613
0.03473514418091279,-0.005065505873537758,-0.010674785667263348,0.00644505192124456,0.02309199171544829,0.02013744018958795,0.023265566412523392,-0.021111831635193423,0.06627975981296372,-0.0037786115100895135,-0.005257975972555708,0.011803332183557023,0.028136054635066913,-0.0077211949827652795,-0.0031650377730472953
0.03751861343691783,0.021864755483723113,-0.0016476939482114386,-0.0004324762231548429,-0.00023210699552383973,-0.006319055006671806,0.011011272904245223,0.0035327287010589736,-0.001319086457328103,-0.009385269254952786,0.004900065218173469,0.007115041894144761,-0.008918675025241655,-0.010345487528341458,0.009209763253639959
0.03783242616480304,0.0018953513623627368,0.016516532589563593,0.022111542642201387,-0.013893072090697234,-0.017026373656001074,-0.00164438790371714,0.04537814096510778,0.030884419678184907,-0.0028252236315605417,0.002251198906245217,-0.002168237661839559,0.006825863420116025,0.01428088683136746,0.017643767781781956
